seller_id,order_item_id,product_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state
00ee68308b45bc5e2660cd833c3f81cc,1,1e8c9a649b9c92a2acf771c3168e15b8,2018-02-22 21:50:38,450.0,16.9,3333,sao paulo,SP
00ee68308b45bc5e2660cd833c3f81cc,1,1e8c9a649b9c92a2acf771c3168e15b8,2018-02-27 12:30:31,450.0,16.9,3333,sao paulo,SP
00fc707aaaad2d31347cf883cd2dfe10,1,9d2ff462feaaf88912539b8647e17ab4,2018-03-13 02:48:54,394.9,14.89,87025,maringa,PR
00fc707aaaad2d31347cf883cd2dfe10,1,6ac07b1f9ec61291948108bae2f1d4fa,2018-05-18 03:30:46,190.0,61.39,87025,maringa,PR
00fc707aaaad2d31347cf883cd2dfe10,1,5a7e53f5efbae183c7b21a52fb83d6f8,2018-05-10 03:30:29,180.9,14.39,87025,maringa,PR
010543a62bd80aa422851e79a3bc7540,1,cd8cb942b6a58fcff9697762d3bc9cd7,2017-07-11 17:13:07,708.0,18.71,1212,sao paulo,SP
010543a62bd80aa422851e79a3bc7540,1,cd8cb942b6a58fcff9697762d3bc9cd7,2017-08-08 14:05:07,708.0,13.24,1212,sao paulo,SP
010da0602d7774602cd1b3f5fb7b709e,1,dc3ecc737589882b0318d38cf8b3efaf,2018-06-15 18:36:15,169.9,46.05,9710,sao bernardo do campo,SP
010da0602d7774602cd1b3f5fb7b709e,2,dc3ecc737589882b0318d38cf8b3efaf,2018-06-15 18:36:15,169.9,46.05,9710,sao bernardo do campo,SP
010da0602d7774602cd1b3f5fb7b709e,3,dc3ecc737589882b0318d38cf8b3efaf,2018-06-15 18:36:15,169.9,46.05,9710,sao bernardo do campo,SP
011b0eaba87386a2ae96a7d32bb531d1,1,508d48ea59be64138f0015d2cb9c75e7,2016-10-21 16:18:05,49.99,14.59,17580,pompeia,SP
011b0eaba87386a2ae96a7d32bb531d1,2,508d48ea59be64138f0015d2cb9c75e7,2016-10-21 16:18:05,49.99,14.59,17580,pompeia,SP
01266d4c46afa519678d16a8b683d325,1,2ad27953852ba0daa0de1213686b7cec,2018-08-23 04:55:37,56.97,18.5,80250,curitiba,PR
01266d4c46afa519678d16a8b683d325,1,df473738565b52f77b4e22b328b41576,2018-08-22 19:30:05,23.4,15.26,80250,curitiba,PR
01266d4c46afa519678d16a8b683d325,1,3fc23ad64a8ee1f1451c8c44932c5d22,2018-08-08 16:31:10,9.88,13.47,80250,curitiba,PR
013900e863eace745d3ec7614cab5b1a,1,df371be2e5f40ffec4285926ae7ebcd1,2018-04-19 16:52:52,98.5,23.62,80740,curitiba,PR
013900e863eace745d3ec7614cab5b1a,1,d0106a541ba786ea96c44efe52e10bf4,2018-02-19 16:27:20,87.5,14.36,80740,curitiba,PR
013900e863eace745d3ec7614cab5b1a,1,d75e2e75d4471019ee14ae21d5f61704,2018-04-09 08:08:58,87.5,20.66,80740,curitiba,PR
014c0679dd340a0e338872e7ec85666a,1,5c97588998ff51dd072c59f19bed6c78,2018-02-08 13:49:36,1320.0,49.63,35180,timoteo,MG
014c0679dd340a0e338872e7ec85666a,1,d60166e9266f585350edbe81a7c3c62f,2018-04-03 23:50:12,695.0,108.04,35180,timoteo,MG
014c0679dd340a0e338872e7ec85666a,1,e87c7aefd725b0f63ce4f690832f9cab,2018-04-02 09:07:17,640.0,39.61,35180,timoteo,MG
014d9a685fd57276679edd00e07089e5,1,e9cf370eb883adbdcb4b8738057a9d8b,2018-08-09 16:24:47,79.99,37.47,87015,maringa,PR
014d9a685fd57276679edd00e07089e5,1,e9cf370eb883adbdcb4b8738057a9d8b,2018-08-20 22:29:19,79.99,18.66,87015,maringa,PR
014d9a685fd57276679edd00e07089e5,1,e9cf370eb883adbdcb4b8738057a9d8b,2018-08-22 14:30:20,79.99,13.9,87015,maringa,PR
0176f73cc1195f367f7b32db1e5b3aa8,1,bc4d8a403b121ef3965530900b4309b0,2018-05-22 03:30:27,229.9,90.06,14940,ibitinga,SP
0176f73cc1195f367f7b32db1e5b3aa8,1,1d33febb6ca114fb1b9490005ee49de6,2018-01-09 16:31:29,195.9,34.64,14940,ibitinga,SP
0176f73cc1195f367f7b32db1e5b3aa8,1,1d33febb6ca114fb1b9490005ee49de6,2018-01-16 17:13:25,195.9,62.11,14940,ibitinga,SP
01bcc9d254a0143f0ce9791b960b2a47,1,6a61a5d77a8571a0646e8c0f75f572f4,2018-02-08 10:16:03,165.9,17.6,76400,uruacu,GO
01bcc9d254a0143f0ce9791b960b2a47,1,ca38c039b717207dec906f4fa9a21db7,2017-09-28 08:25:37,158.7,36.43,76400,uruacu,GO
01bcc9d254a0143f0ce9791b960b2a47,1,ca38c039b717207dec906f4fa9a21db7,2017-10-13 15:35:16,158.7,16.87,76400,uruacu,GO
01c97ebb5cdac52891c0ed1c37ba0012,1,5ec665da4518623a3a2d7731d56bfd68,2018-03-09 09:08:55,119.0,12.33,15804,catanduva,SP
01c97ebb5cdac52891c0ed1c37ba0012,2,5ec665da4518623a3a2d7731d56bfd68,2018-03-09 09:08:55,119.0,12.33,15804,catanduva,SP
01c97ebb5cdac52891c0ed1c37ba0012,1,bc9d438b071a3e1aadcc2ebf7e6968ab,2018-08-02 20:04:06,74.9,14.1,15804,catanduva,SP
01cf7e3d21494c41fb86034f2e714fa1,1,ab495f166205a883ffe5ab0b5b55f867,2017-08-08 15:15:16,629.9,117.35,85603,francisco beltrao,PR
01cf7e3d21494c41fb86034f2e714fa1,1,ea11e700a343582ad56e4c70e966cb36,2017-05-02 17:42:48,593.36,98.13,85603,francisco beltrao,PR
01cf7e3d21494c41fb86034f2e714fa1,1,f74353ffeaa55836a3cf603a2dcd855e,2017-06-05 17:23:15,549.9,30.17,85603,francisco beltrao,PR
01ed254b9ff8407dfb9d99ba1e17d923,1,d285360f29ac7fd97640bf0baef03de0,2017-10-18 17:56:22,349.0,10.64,8710,mogi das cruzes,SP
01ed254b9ff8407dfb9d99ba1e17d923,1,d285360f29ac7fd97640bf0baef03de0,2017-08-16 21:30:17,339.0,17.12,8710,mogi das cruzes,SP
01ed254b9ff8407dfb9d99ba1e17d923,1,d285360f29ac7fd97640bf0baef03de0,2017-10-02 12:35:18,339.0,13.94,8710,mogi das cruzes,SP
01fd077212124329bac32490e8ef80d9,1,d5aab5918f6581c1857e6a0c38f13e78,2018-05-21 04:30:55,69.0,12.92,14079,ribeirao preto / sao paulo,SP
01fd077212124329bac32490e8ef80d9,1,1fb586196a6ef3b8ac6e33b0fd7ddc6c,2018-08-14 09:30:19,44.0,18.41,14079,ribeirao preto / sao paulo,SP
01fd077212124329bac32490e8ef80d9,1,6d07236d4abe99b5b1cbf368971bf6e7,2018-05-07 05:30:59,39.0,18.23,14079,ribeirao preto / sao paulo,SP
01fdefa7697d26ad920e9e0346d4bd1b,1,813a30050677eb6996e12eea9ad400bf,2018-08-10 17:55:09,449.0,84.45,86050,londrina,PR
01fdefa7697d26ad920e9e0346d4bd1b,1,813a30050677eb6996e12eea9ad400bf,2017-09-21 23:20:51,439.0,55.67,86050,londrina,PR
01fdefa7697d26ad920e9e0346d4bd1b,1,813a30050677eb6996e12eea9ad400bf,2017-12-21 17:56:29,439.0,32.0,86050,londrina,PR
0241d4d5d36f10f80c644447315af0bd,1,72b95452ea4355dd9f749878759c92d0,2018-06-12 20:31:05,297.0,34.34,80330,curitiba,PR
0241d4d5d36f10f80c644447315af0bd,2,236fdb1c273caaa9a7dbff8111e6a4e1,2018-07-03 12:10:03,297.0,98.74,80330,curitiba,PR
0241d4d5d36f10f80c644447315af0bd,2,775917a2882dceb1d02aaa6b1abc1b24,2018-06-18 16:58:19,297.0,36.19,80330,curitiba,PR
0249d282d911d23cb8b869ab49c99f53,1,314f853949a68233748ccc6092eaf51f,2017-11-23 16:06:39,110.0,9.58,5676,sao paulo,SP
0249d282d911d23cb8b869ab49c99f53,1,95c1a931a9c24a30577e9af5a5c420ea,2017-10-05 12:24:12,36.0,8.72,5676,sao paulo,SP
0249d282d911d23cb8b869ab49c99f53,1,95c1a931a9c24a30577e9af5a5c420ea,2017-10-25 12:56:47,36.0,14.1,5676,sao paulo,SP
024b564ae893ce8e9bfa02c10a401ece,1,8d7372d1b5ad8302fee4eed7f8bb4d84,2017-02-16 18:46:20,119.5,27.1,3280,sao paulo,SP
024b564ae893ce8e9bfa02c10a401ece,2,8d7372d1b5ad8302fee4eed7f8bb4d84,2017-02-16 18:46:20,119.5,27.1,3280,sao paulo,SP
024b564ae893ce8e9bfa02c10a401ece,1,d9894482fba41f536a273ba2276d951f,2016-10-21 16:23:50,77.9,26.3,3280,sao paulo,SP
028872bfa080090a9d0abd4f1af168f8,1,033fe931444d66d788d53aca5b7b22d5,2017-08-24 09:25:11,23.5,15.79,33940,ribeirao das neves,MG
028872bfa080090a9d0abd4f1af168f8,2,033fe931444d66d788d53aca5b7b22d5,2017-08-24 09:25:11,23.5,15.79,33940,ribeirao das neves,MG
028872bfa080090a9d0abd4f1af168f8,3,033fe931444d66d788d53aca5b7b22d5,2017-08-24 09:25:11,23.5,15.79,33940,ribeirao das neves,MG
02a2272692e13558373c66db98f05e2e,1,f142a5ca78eb112cafbcf29f9a43eca7,2017-02-10 15:33:57,29.99,14.52,20040,rio de janeiro,RJ
02a2272692e13558373c66db98f05e2e,1,2ec4063419591b373f7990da94fb2c6c,2017-03-14 12:33:15,24.99,24.35,20040,rio de janeiro,RJ
02b72cdeb9cfcc429f1af6f4e3f3b737,1,96b7d9d0248d6f0f688e1a1987642733,2018-08-17 19:04:04,135.5,67.54,14940,ibitinga,SP
02b72cdeb9cfcc429f1af6f4e3f3b737,1,8481795a5de647a07c409db1c62ba551,2018-07-31 22:24:37,129.15,44.7,14940,ibitinga,SP
02b72cdeb9cfcc429f1af6f4e3f3b737,1,b35c8479840135aa13a0f2d6aa8b7f38,2018-08-15 03:44:56,129.0,69.05,14940,ibitinga,SP
02c988090b766852e088c69d7fb3b551,1,5a8f056272cbc4ea04c72f989fcb85f8,2018-04-20 13:11:25,180.9,18.85,13473,americana,SP
02c988090b766852e088c69d7fb3b551,1,aed4b8c10ee4d129b9db14174ca6f4d9,2018-06-28 07:16:12,180.9,19.07,13473,americana,SP
02c988090b766852e088c69d7fb3b551,1,aed4b8c10ee4d129b9db14174ca6f4d9,2018-07-09 23:30:41,180.9,12.29,13473,americana,SP
02d35243ea2e497335cd0f076b45675d,1,67a1e52f1184a4ffecff3b0a80d00889,2017-12-22 12:19:24,1899.0,97.32,59077,natal,RN
02d35243ea2e497335cd0f076b45675d,1,dc68ee0fcb033a1ab6714fbb5db60c15,2017-11-09 16:45:37,289.0,38.19,59077,natal,RN
02d35243ea2e497335cd0f076b45675d,2,dc68ee0fcb033a1ab6714fbb5db60c15,2017-11-09 16:45:37,289.0,38.19,59077,natal,RN
02dcd3e8e25bee036e32512bcf175493,1,0268130c8c3e3cac87b5ec4931348c73,2018-08-31 03:25:20,139.9,16.05,32310,contagem,MG
02dcd3e8e25bee036e32512bcf175493,1,abc3c2e40b0c9b7b115a96bc6c919ae1,2018-03-22 02:55:36,99.0,15.54,32310,contagem,MG
02dcd3e8e25bee036e32512bcf175493,1,abc3c2e40b0c9b7b115a96bc6c919ae1,2018-05-07 02:53:14,99.0,18.27,32310,contagem,MG
02ecc2a19303f05e59ce133fd923fff7,1,c59693326524d19305c82b2e4084a437,2018-04-09 05:28:05,349.0,23.52,9121,santo andre,SP
02ecc2a19303f05e59ce133fd923fff7,1,8e50f3c86fefb2bdbb35c8eace423a9d,2018-03-07 02:35:39,299.3,28.42,9121,santo andre,SP
02ecc2a19303f05e59ce133fd923fff7,1,055b53c58f373d53438cefb346ffcbbf,2018-01-22 12:08:29,298.0,21.58,9121,santo andre,SP
02f5837340d7eb4f653d676c7256523a,1,3e4176d545618ed02f382a3057de32b4,2017-11-10 21:10:19,142.5,16.76,80620,curitiba,PR
02f5837340d7eb4f653d676c7256523a,1,3e4176d545618ed02f382a3057de32b4,2017-11-23 17:35:47,142.5,15.76,80620,curitiba,PR
02f5837340d7eb4f653d676c7256523a,1,3e4176d545618ed02f382a3057de32b4,2017-11-27 17:55:23,142.5,12.7,80620,curitiba,PR
02f623a8eb246f3c5f7c2f96462654e6,1,35e5dc947c66435929389d8043b9a6ff,2018-08-23 14:50:03,459.0,31.99,18611,botucatu,SP
02f623a8eb246f3c5f7c2f96462654e6,1,95d7eeaab4bd14c7ea4b2b95e415d8e0,2018-07-26 09:10:09,219.0,24.33,18611,botucatu,SP
02f623a8eb246f3c5f7c2f96462654e6,1,c2f7953b36a941befe89795854fa2c48,2018-06-06 22:15:17,219.0,24.11,18611,botucatu,SP
0307f7565ff85b299b6e5ef162b1b1a9,1,1957efa6b2babcb8552b5f3072108d41,2017-03-06 12:05:26,1169.0,59.73,15085,sao jose do rio preto,SP
0307f7565ff85b299b6e5ef162b1b1a9,1,147df4d924f569e480fbd77099707f08,2017-02-05 14:45:46,1049.0,52.83,15085,sao jose do rio preto,SP
0307f7565ff85b299b6e5ef162b1b1a9,1,d06a11f0dc564e8f89ca5593252679b7,2017-03-15 17:28:19,1029.0,39.5,15085,sao jose do rio preto,SP
0336182e1b3e92f029d5354832045fdf,3,ace91f88d635b9e5563e36cc0a0a8f09,2016-10-10 15:59:20,14.9,4.26,14940,ibitinga,SP
0336182e1b3e92f029d5354832045fdf,5,57d9a5d185e8254383504f57c4b8ddcc,2016-10-10 15:59:20,14.9,13.31,14940,ibitinga,SP
034b9387752bfa309f350a70cd45ffa3,1,fa7e460c8ef762c029b4042723e481c7,2018-04-23 16:52:07,12.0,18.23,89036,blumenau,SC
034b9387752bfa309f350a70cd45ffa3,1,fa7e460c8ef762c029b4042723e481c7,2018-04-26 15:31:21,12.0,22.06,89036,blumenau,SC
034b9387752bfa309f350a70cd45ffa3,1,fa7e460c8ef762c029b4042723e481c7,2018-06-24 22:31:48,12.0,18.23,89036,blumenau,SC
038b75b729c8a9a04b0d07cba7eabe86,1,28dfc4b48aa78bae6d69b43b2742774d,2018-04-30 13:31:52,233.5,48.46,12231,sao jose dos campos,SP
038b75b729c8a9a04b0d07cba7eabe86,1,28dfc4b48aa78bae6d69b43b2742774d,2018-04-30 19:31:38,233.5,42.39,12231,sao jose dos campos,SP
039b29ff3b3473435d0cd59040575de9,1,7fd7d089731ec588f65f9c3be9aab4e8,2018-07-31 15:10:11,16.9,7.39,9443,ribeirao pires,SP
039b29ff3b3473435d0cd59040575de9,1,58df94ef28a89babeedf8fc71592a4c3,2018-05-10 23:12:31,16.1,22.85,9443,ribeirao pires,SP
039b29ff3b3473435d0cd59040575de9,1,664a3e65f7a940066cd9881c28c47f57,2018-08-20 00:15:10,16.1,18.23,9443,ribeirao pires,SP
039e6ad9dae79614493083e241147386,1,0563d4cc419141eab2e5b438046e844e,2018-05-21 18:16:06,3930.0,49.55,3560,sao paulo,SP
039e6ad9dae79614493083e241147386,1,6e729bd456c54469a9af4c8774f1eab7,2018-05-04 10:29:50,3105.0,104.72,3560,sao paulo,SP
039e6ad9dae79614493083e241147386,1,1231bc5d1cab6d3f64357eba69240f63,2018-05-14 17:31:42,2550.0,66.0,3560,sao paulo,SP
03a2a6dcbe45d639c4dc2a0d24769c40,1,53374f156a1ace240c1db1d30de7f110,2018-03-19 08:31:42,178.44,22.33,9340,maua,SP
03a2a6dcbe45d639c4dc2a0d24769c40,1,5e6248437b2668bba62c0fdd71eaf72d,2018-08-14 14:26:11,159.95,27.42,9340,maua,SP
03a2a6dcbe45d639c4dc2a0d24769c40,1,53374f156a1ace240c1db1d30de7f110,2018-04-30 20:30:40,149.9,12.95,9340,maua,SP
03bd479e1d9484cdb14104d3023f7321,1,6a83aaaaace0f050ef46ecf0fbb32854,2018-08-03 17:44:17,119.9,20.99,38401,uberlandia,MG
03bd479e1d9484cdb14104d3023f7321,1,c53a665fc8ea6c807c7558cc28fcdd26,2018-07-10 11:15:18,119.9,14.18,38401,uberlandia,MG
03bd479e1d9484cdb14104d3023f7321,1,e0f97314f0755610ae37a2da08937104,2018-05-15 17:52:54,119.9,22.55,38401,uberlandia,MG
0417b067eeab773d2f7061a726dc477f,1,d6183bc1d858bac539ee14cd72203b06,2018-08-23 15:36:01,629.99,44.7,89288,sao bento do sul,SC
0417b067eeab773d2f7061a726dc477f,1,4c1402c34f16afeb4c737aeaaf23fd0b,2018-08-07 12:15:23,199.99,86.61,89288,sao bento do sul,SC
0417b067eeab773d2f7061a726dc477f,1,e7ef7e0bc312196681f8304cf7ddd92e,2018-05-14 04:15:33,129.99,59.2,89288,sao bento do sul,SC
042573af89b6d931f672efaf789d8358,1,d34e60a899ba1091792aa4bbac4cc1df,2018-01-26 13:55:27,179.99,21.75,18015,sorocaba,SP
042573af89b6d931f672efaf789d8358,1,61ba71a0b111e24da5c8fd2f0e61b0c1,2018-02-15 13:28:20,174.99,31.43,18015,sorocaba,SP
042573af89b6d931f672efaf789d8358,1,db7fe9d38046ccc449633bff3de52df1,2018-01-29 11:38:08,58.5,11.91,18015,sorocaba,SP
04308b1ee57b6625f47df1d56f00eedf,1,933f4f76eae38d2a97ecfb7c6355f0bc,2017-12-27 20:58:29,1499.9,64.17,88215,bombinhas,SC
04308b1ee57b6625f47df1d56f00eedf,1,933f4f76eae38d2a97ecfb7c6355f0bc,2018-07-24 21:50:27,1429.9,70.29,88215,bombinhas,SC
04308b1ee57b6625f47df1d56f00eedf,1,11f7fe3e6faefffa90541a46c3a4398d,2017-11-21 02:35:37,1399.9,63.47,88215,bombinhas,SC
0432ead42b6c8a0bdf68154add917fdf,1,70615110b87b5e185d019c1968084752,2017-11-09 11:30:24,299.9,13.6,9320,maua,SP
0432ead42b6c8a0bdf68154add917fdf,1,70615110b87b5e185d019c1968084752,2018-03-23 01:10:33,249.9,10.1,9320,maua,SP
0432ead42b6c8a0bdf68154add917fdf,1,39e38f0813b0c9604db569e538db3b44,2017-09-28 11:10:16,109.9,21.57,9320,maua,SP
044668ccd5316b12a7cf0d54a156e3e9,1,3e935c981d34489d33ea5c721ab2e14c,2018-08-22 13:31:31,35.33,18.35,6016,osasco,SP
044668ccd5316b12a7cf0d54a156e3e9,1,3e935c981d34489d33ea5c721ab2e14c,2018-08-27 21:30:01,35.33,18.4,6016,osasco,SP
044668ccd5316b12a7cf0d54a156e3e9,1,3e935c981d34489d33ea5c721ab2e14c,2018-08-17 18:05:21,33.57,8.4,6016,osasco,SP
04843805947f0fc584fc1969b6e50fe7,1,2676f64fccc9174a0c843ecd4dcd44d8,2018-08-09 15:10:23,700.0,37.38,93900,ivoti,RS
04843805947f0fc584fc1969b6e50fe7,2,2676f64fccc9174a0c843ecd4dcd44d8,2018-08-09 15:10:23,700.0,37.38,93900,ivoti,RS
048c2757535328e0d7dac690ad3c0aae,1,a04cf12934a318be6550b1aeab938bf2,2018-05-09 21:10:20,365.0,20.63,14406,franca,SP
048c2757535328e0d7dac690ad3c0aae,1,2ea8ec61f4c1078cdf7b1df620135059,2018-07-26 03:45:10,239.9,43.96,14406,franca,SP
048c2757535328e0d7dac690ad3c0aae,1,34eb0685663d60e57a9ca086c8e33423,2018-08-03 02:55:16,220.7,28.5,14406,franca,SP
04aa0a1c5ce6b222003403a3e11c3cc0,1,89d845908f978f6a8d8b8779ef177216,2017-05-18 13:02:58,749.0,70.05,13150,cosmopolis,SP
04aa0a1c5ce6b222003403a3e11c3cc0,1,4638e41e1c53018897e12edbb2815807,2017-09-13 20:30:12,378.0,60.82,13150,cosmopolis,SP
04aa0a1c5ce6b222003403a3e11c3cc0,1,4638e41e1c53018897e12edbb2815807,2017-10-05 02:58:33,378.0,23.3,13150,cosmopolis,SP
04aba03279157f6d4e0fe8ccaf21963c,1,c099dea24256de1aa15369a19d7c9712,2017-11-23 14:10:28,298.0,18.4,28470,santo antonio de padua,RJ
04aba03279157f6d4e0fe8ccaf21963c,1,bbf975bffd2ae9ee52f513ae5c8a4b27,2017-12-13 23:50:32,250.0,54.11,28470,santo antonio de padua,RJ
04aba03279157f6d4e0fe8ccaf21963c,1,c4036b07aeb315973d843c5bb1fc267f,2018-09-03 13:44:08,220.0,16.46,28470,santo antonio de padua,RJ
04e38a233f726ef161074ab1c9b0399a,1,62bf07cdb14270c48cf42ca0312986aa,2017-10-03 03:07:13,199.9,55.84,1239,sao paulo,SP
04e38a233f726ef161074ab1c9b0399a,1,62bf07cdb14270c48cf42ca0312986aa,2017-11-23 19:50:31,199.9,40.33,1239,sao paulo,SP
04e38a233f726ef161074ab1c9b0399a,1,f921da19d229dad9bf3a94e86e7f7f32,2018-04-17 16:10:51,104.9,34.27,1239,sao paulo,SP
04ee0ec01589969663ba5967c0e0bdc0,1,6bb18295cc019bf3b6dc7c773411d530,2018-08-27 11:50:47,289.49,24.83,95910,lajeado,RS
04fdea0c111866e6cf812f1570d6b5bd,1,736ed89df6a505a0bc3136d2402cc0b1,2017-12-06 23:23:31,200.0,18.65,8411,sao paulo,SP
04fdea0c111866e6cf812f1570d6b5bd,1,ee75970e2871fe4204cf7bcdda61d08a,2017-12-06 08:19:23,95.0,17.92,8411,sao paulo,SP
04fdea0c111866e6cf812f1570d6b5bd,1,ee75970e2871fe4204cf7bcdda61d08a,2017-12-21 00:10:57,95.0,38.22,8411,sao paulo,SP
0509040ea3fe50071181bbc359eb7738,1,d62404ec5fe357da9b6369b3b472f162,2018-05-17 17:30:08,143.9,9.74,31710,belo horizonte,MG
0509040ea3fe50071181bbc359eb7738,1,197b4312d52feeab01ec95013df1a9d0,2018-02-26 07:27:21,125.9,23.2,31710,belo horizonte,MG
0509040ea3fe50071181bbc359eb7738,1,197b4312d52feeab01ec95013df1a9d0,2018-05-04 19:35:33,125.9,14.96,31710,belo horizonte,MG
052577151711aec5c744fe12e66db3e1,1,45bb83550ff78aa259858ff41921129a,2017-11-01 19:07:14,687.0,42.65,89136,rodeio,SC
052577151711aec5c744fe12e66db3e1,1,45bb83550ff78aa259858ff41921129a,2017-11-30 00:31:19,687.0,27.18,89136,rodeio,SC
052577151711aec5c744fe12e66db3e1,1,45bb83550ff78aa259858ff41921129a,2017-12-27 12:10:48,687.0,42.65,89136,rodeio,SC
054694fa03fe82cec4b7551487331d74,1,28a4dc65b49348e9de7f1aa7bfbabfd8,2017-05-11 20:10:15,1697.0,60.41,15840,itajobi,SP
054694fa03fe82cec4b7551487331d74,1,aef978b83a4d0a2b9bffcd8444b681bd,2018-04-17 06:10:25,597.0,39.31,15840,itajobi,SP
054694fa03fe82cec4b7551487331d74,1,a3807506fd9df35137f1b81a4e0d429a,2017-03-15 17:55:22,589.0,81.85,15840,itajobi,SP
056b4ada5bbc2c50cc7842547dda6b51,1,8883cd5c3e8ce5ce6ef730ff1d2f249e,2018-02-14 09:10:41,669.99,19.44,26379,queimados,RJ
056b4ada5bbc2c50cc7842547dda6b51,1,8883cd5c3e8ce5ce6ef730ff1d2f249e,2018-02-08 16:10:36,659.99,18.37,26379,queimados,RJ
056b4ada5bbc2c50cc7842547dda6b51,1,8883cd5c3e8ce5ce6ef730ff1d2f249e,2017-12-07 10:31:51,639.99,18.23,26379,queimados,RJ
0570350b23eda5444f8d1d9544932058,1,0f8b90fdd8f2e3b0fca368349e2c298d,2018-05-28 20:30:38,69.9,7.39,5104,sao paulo,SP
0570350b23eda5444f8d1d9544932058,1,cd494d8236315646d34e31b09c5f86a4,2018-04-18 23:55:07,59.9,18.3,5104,sao paulo,SP
0570350b23eda5444f8d1d9544932058,1,cd494d8236315646d34e31b09c5f86a4,2018-04-19 15:50:41,59.9,18.3,5104,sao paulo,SP
05730013efda596306417c3b09302475,1,43506d2b6b5e0535079f88c7dc51c4de,2018-08-29 03:05:13,238.0,68.72,88813,criciuma,SC
05730013efda596306417c3b09302475,1,4d2c3ee422e4c891e4b715c4ede15ca6,2018-08-24 09:10:48,238.0,62.65,88813,criciuma,SC
05730013efda596306417c3b09302475,1,5ade9eaa68986ae388b9d6ba2aa185e8,2018-07-12 04:48:28,238.0,42.65,88813,criciuma,SC
058cb5aeb36d7c0fcae20fc85d5e0a59,1,d9fcf1be6830bf510f03d9e6c979e4df,2018-06-07 07:31:05,148.5,116.22,21635,rio de janeiro,RJ
058cb5aeb36d7c0fcae20fc85d5e0a59,1,d9fcf1be6830bf510f03d9e6c979e4df,2018-08-21 23:31:50,148.5,54.32,21635,rio de janeiro,RJ
058cb5aeb36d7c0fcae20fc85d5e0a59,1,e303dfa61ada1f0823b4775f192606b3,2018-08-01 14:04:22,148.5,165.32,21635,rio de janeiro,RJ
